ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	LANGUAGE_FAMILY	BORROWED	BORROWED_SCORE	BORROWED_BASE	AGE	AGE_SCORE	DONOR_LANGUAGE	DONOR_VALUE
7166	Otomi	ACORN	ro	ro	r o		Otomanguean	False	0.0		Urbano (1605)	0.9		
1721	Spanish	ACQUIT	absolver	absolver	a β s o l β ɛ ɾ		Indo-European							
1722	Spanish	ACQUIT	exculpar	exculpar	ɛ k s k u l p a ɾ		Indo-European							
3165	Yaqui	ACQUIT	kulpata a u’ura	kulpata_a_u’ura	k u l p a t a + a + u ʔ u r a		Uto-Aztecan	False	0.0	kulpa = Spanish culpa ‘the guilt’.	Modern	0.7	Spanish	culpar
6196	Qeqchi	ACQUIT	kuyuk maak	kuyuk_maak	k u j u k + m aː kʰ		Mayan	False	0.0		proto-K’iche’an	1.0		
8419	Otomi	ACQUIT	puni	puni	p u n i		Otomanguean	False	0.0		Urbano (1605)	0.9		
9608	ImbaburaQuechua	ACQUIT	kishpichina	kishpichina	k i ʃ p i tʃ i n a		Quechuan	False	0.0		Contemporary	0.7		
10834	Wichi	ACQUIT	tip’alhtsen	tip’alhtsen	t i p ʔ a lˠ ts e n		Matacoan	False	0.0		1940-present	0.7		
1708	Spanish	ADJUDICATE	juzgar	juzgar	x u s ɣ a ɾ		Indo-European							
3152	Yaqui	ADJUDICATE	juskaroa	juskaroa	j u s k a r o a		Uto-Aztecan	True	1.0		Modern	0.7	Spanish	juzgar
6182	Qeqchi	ADJUDICATE	raqok aatin	raqok_aatin	r a q o k + aː t i n		Mayan	False	0.0		Q'eqchi'	1.0		
8402	Otomi	ADJUDICATE	o̲t'u̲ts'u̲t'u̲bi	o̲t'u̲ts'u̲t'u̲bi	ə t̪ʼ u tsʼ u t̪ʼ u b i		Otomanguean	False	0.0			0.5		
1569	Spanish	ADMIT	admitir	admitir	a ð m i t i ɾ		Indo-European							
1570	Spanish	ADMIT	confesar	confesar	k o m f e s a ɾ		Indo-European							
1571	Spanish	ADMIT	reconocer	reconocer	r e k o n o s ɛ ɾ		Indo-European							
3056	Yaqui	ADMIT	konpesaroa	konpesaroa	k o n p e s a r o a		Uto-Aztecan	True	1.0		Colonial	0.9	Spanish	confesar
4361	ZinacantanTzotzil	ADMIT	hamal 7al	hamal_7al	h a m a l + ʔ a l		Mayan	False	0.0		Proto-Tzeltalan	1.0		
6066	Qeqchi	ADMIT	xsumenkil	xsumenkil	ʃ s u m e n k i l		Mayan	False	0.0		Q'eqchi'	1.0		
8204	Otomi	ADMIT	hä (2)	hä	h ɐ		Otomanguean	False	0.0		Urbano (1605)	0.9		
8205	Otomi	ADMIT	hegi	hegi	h e g i		Otomanguean	False	0.0		modern	0.6		
8206	Otomi	ADMIT	japi ar kaso	japi_ar_kaso	x a p i + a r + k a s o		Otomanguean	True	1.0		modern	0.6	Spanish	caso
9526	ImbaburaQuechua	ADMIT	ari nina	ari_nina	a ɾ i + n i n a		Quechuan	False	0.0		Pre-Inca	1.0		
10744	Wichi	ADMIT	lhifwelh	lhifwelh	lˠ i fʷ e l̥		Matacoan	False	0.0		1940-present	0.7		
742	Spanish	ADOBE	adobe	adobe	a ð o β e		Indo-European							
2405	Yaqui	ADOBE	saami	saami	s aː m i		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
3797	ZinacantanTzotzil	ADOBE	shamit	shamit	ʃ a m i tʰ		Mayan	True	1.0		Proto-Historic	1.0	Nahuatl	ximi-tl
5195	Qeqchi	ADOBE	xan	xan	ʃ a n		Mayan	False	0.0		proto-Mayan (not Huastec)	1.0		
5196	Qeqchi	ADOBE	q'ut	q'ut	qʼ u tʰ		Mayan	False	0.0		Q'eqchi'	1.0		
7098	Otomi	ADOBE	ñäha̲i	ñäha̲i	ɲ ɐ h ɔ i		Otomanguean	False	0.0		modern	0.6		
8988	ImbaburaQuechua	ADOBE	adubi	adubi	a d u b i		Quechuan	True	1.0		Late Colonial	0.9	Spanish	adobe
10182	Wichi	ADOBE	alulis	alulis	a l u l i s		Matacoan	True	1.0		1940-present	0.7	Spanish	adobe
11453	Mapudungun	ADOBE	fazofe	fazofe	f a z o f e		Araucanian	True	1.0		Post-1883	0.8	Spanish	adobe
1730	Spanish	ADULTERY	adulterio	adulterio	a ð u l t ɛ ɾ j o		Indo-European							
3173	Yaqui	ADULTERY	baita’a	baita’a	b a i t a ʔ a		Uto-Aztecan	False	0.0		Modern	0.7		
6204	Qeqchi	ADULTERY	muxuk sumlajik	muxuk_sumlajik	m u ʃ u k + s u m l a x i kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
6205	Qeqchi	ADULTERY	muxuk	muxuk	m u ʃ u kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
8429	Otomi	ADULTERY	nthekunthäti	nthekunthäti	n θ e k u n θ ɐ t̪ i		Otomanguean	False	0.0			0.5		
861	Spanish	ADZE	azuela	azuela	a s w e l a		Indo-European							
9059	ImbaburaQuechua	ADZE	aswila	aswila	a s w i l a		Quechuan	True	1.0		Early Republic	0.8	Spanish	azuela
1109	Spanish	AFTER	después	después	d ɛ s p w e s		Indo-European							
2681	Yaqui	AFTER	chukula	chukula	tʃ u k u l a		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
5569	Qeqchi	AFTER	moqon	moqon	m o q o n		Mayan	False	0.0		Q'eqchi'	1.0		
7584	Otomi	AFTER	‘mefa	‘mefa	ˀm e f a		Otomanguean	False	0.0		Urbano (1605)	0.9		
7585	Otomi	AFTER	gem’bu	gem’bu	g e m ʔ b u		Otomanguean	False	0.0		modern	0.6		
7586	Otomi	AFTER	'be̲fa	'be̲fa	ˀb æ f a		Otomanguean	False	0.0		Urbano (1605)	0.9		
9209	ImbaburaQuechua	AFTER	jipa	jipa	x i p a		Quechuan	False	0.0		Pre-Inca	1.0		
10417	Wichi	AFTER	lapesey	lapesey	l a p e s e j		Matacoan	False	0.0		1940-present	0.7		
11688	Mapudungun	AFTER	fey wüla	fey_wüla	f e y + w ɨ l a		Araucanian	False	0.0		Pre-1606	1.0		
11689	Mapudungun	AFTER	depwe	depwe	θ e p w e		Araucanian	True	1.0		Post-1883	0.8	Spanish	después
1309	Spanish	AFTERNOON	tarde	tarde	t a ɾ ð e		Indo-European							
2857	Yaqui	AFTERNOON	kupteo	kupteo	k u p t e o		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
4177	ZinacantanTzotzil	AFTERNOON	shmal	shmal	ʃ m a l		Mayan	False	0.0		Proto-Tzotzil	1.0		
5807	Qeqchi	AFTERNOON	ewu	ewu	e w u		Mayan	False	0.0		Q'eqchi'	1.0		
7840	Otomi	AFTERNOON	nde	nde	n d e		Otomanguean	False	0.0		Urbano (1605)	0.9		
9341	ImbaburaQuechua	AFTERNOON	chishi	chishi	tʃ i ʃ i		Quechuan	False	0.0		Pre-Inca	1.0		
10554	Wichi	AFTERNOON	hunaj	hunaj	h u n a x		Matacoan	False	0.0		1850-1900	0.8		
11833	Mapudungun	AFTERNOON	rupan antü	rupan_antü	ɻ u p a n + a n t ɨ		Araucanian	False	0.0		Pre-1606	1.0		
1301	Spanish	AGAIN	otra vez	otra_vez	o t ɾ a + β e s		Indo-European							
1302	Spanish	AGAIN	de nuevo	de_nuevo	d e + n w e β o		Indo-European							
2849	Yaqui	AGAIN	intuchia	intuchia	i n t u tʃ i a		Uto-Aztecan	False	0.0		Colonial	0.9		
2850	Yaqui	AGAIN	juchia	juchia	j u tʃ i a		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
4171	ZinacantanTzotzil	AGAIN	noshtok	noshtok	n o ʃ t o k		Mayan	False	0.0		Proto-Tzotzil	1.0		
5802	Qeqchi	AGAIN	wi' chik	wi'_chik	w i ʔ + tʃ i kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
7833	Otomi	AGAIN	ma n’agi	ma_n’agi	m a + n ʔ a g i		Otomanguean	False	0.0			0.5		
9337	ImbaburaQuechua	AGAIN	kutin	kutin	k u t i ŋ		Quechuan	False	0.0		Pre-Inca	1.0		
10549	Wichi	AGAIN	yip	yip	y i p		Matacoan	False	0.0		1850-1900	0.8		
11828	Mapudungun	AGAIN	ka wiño	ka_wiño	k a + w i ɲ o		Araucanian	False	0.0		Pre-1606	1.0		
1262	Spanish	AGE	edad	edad	e ð a ð		Indo-European							
2815	Yaqui	AGE	wasuktia	wasuktia	w a s u k t i a		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
4146	ZinacantanTzotzil	AGE	ch’iel	ch’iel	tʃʼ i e l		Mayan	False	0.0		Proto-Tzotzil	1.0		
5760	Qeqchi	AGE	xchi hab’	xchi_hab’	ʃ tʃ i + h a ɓ		Mayan	False	0.0		Q'eqchi'	1.0		
7786	Otomi	AGE	je̲ya	je̲ya	x æ j a		Otomanguean	False	0.0		Urbano (1605)	0.9		
10530	Wichi	AGE	nekchom	nekchom	n e k tʃ o m		Matacoan	False	0.0		1900-1940	0.7		
10531	Wichi	AGE	anio	anio	a n i o		Matacoan	True	1.0		1940-present	0.7	Spanish	año
11804	Mapudungun	AGE	tripantu	tripantu	ʈʂ i p a n t u		Araucanian	False	0.0		Pre-1606	1.0		
74	Spanish	AIR	aire	aire	a i ɾ e		Indo-European							
1824	Yaqui	AIR	jeeka	jeeka	j eː k a		Uto-Aztecan	False	0.0		Proto-Sonoran	1.0		
3261	ZinacantanTzotzil	AIR	7ik’	7ik’	ʔ i kʼ		Mayan	False	0.0		Proto-Mayan	1.0		
4527	Qeqchi	AIR	iq’	iq’	i qʼ		Mayan	False	0.0		proto-Mayan	1.0		
6310	Otomi	AIR	ndähi	ndähi	n d ɐ h i		Otomanguean	False	0.0		Urbano (1605)	0.9		
8526	ImbaburaQuechua	AIR	samay	samay	s a m a j		Quechuan	False	0.0		Pre-Inca	1.0		
9684	Wichi	AIR	layalh	layalh	l a j a l̥		Matacoan	False	0.5		1850-1900	0.8	Pilagá	layat
10923	Mapudungun	AIR	kürüf	kürüf	k ɨ ɻ ɨ f		Araucanian	False	0.0		Pre-1606	1.0		
610	Spanish	ALCOHOL (FERMENTED DRINK)	bebida fermentada	bebida_fermentada	b e β i ð a + f ɛ ɾ m e n t a ð a		Indo-European							
2291	Yaqui	ALCOHOL (FERMENTED DRINK)	ba’ajipo’okoim	ba’ajipo’okoim	b a ʔ a j i p o ʔ o k o i m		Uto-Aztecan	False	0.0		Modern	0.7		
5074	Qeqchi	ALCOHOL (FERMENTED DRINK)	b’oj	b’oj	ɓ o x		Mayan	False	0.0		proto-K’iche’an	1.0		
5075	Qeqchi	ALCOHOL (FERMENTED DRINK)	ani (2)	ani	a n i		Mayan	False	0.0		Q'eqchi'	1.0		
6939	Otomi	ALCOHOL (FERMENTED DRINK)	sei	sei	s e i		Otomanguean	False	0.0		Urbano (1605)	0.9		
8907	ImbaburaQuechua	ALCOHOL (FERMENTED DRINK)	asua	asua	a s u a		Quechuan	False	0.0		Pre-Inca	1.0		
10091	Wichi	ALCOHOL (FERMENTED DRINK)	hat’es	hat’es	h a t ʔ e s		Matacoan	False	0.0		1850-1900	0.8		
1236	Spanish	ALL	cada	cada	k a ð a		Indo-European							
1237	Spanish	ALL	todo	todo	t o ð o		Indo-European							
2794	Yaqui	ALL	si’ime (2)	si’ime	s i ʔ i m e		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
4130	ZinacantanTzotzil	ALL	kotol	kotol	k o t o l		Mayan	False	0.0		Proto-Tzeltalan	1.0		
4131	ZinacantanTzotzil	ALL	labal	labal	l a ɓ a l		Mayan	False	0.0		Proto-Tzeltalan	1.0		
5717	Qeqchi	ALL	chi junil	chi_junil	tʃ i + x u n i l		Mayan	False	0.0		Q'eqchi'	1.0		
5718	Qeqchi	ALL	anchal	anchal	a n tʃ a l		Mayan	False	0.0		Q'eqchi'	1.0		
5719	Qeqchi	ALL	rek’	rek’	r e kʼ		Mayan	False	0.0		Q'eqchi'	1.0		
7743	Otomi	ALL	ga̲tho	ga̲tho	g ɔ θ o		Otomanguean	False	0.0		Urbano (1605)	0.9		
7744	Otomi	ALL	kadu̲	kadu̲	k a d u		Otomanguean	True	1.0		pre-modern	1.0	Spanish	cada
7745	Otomi	ALL	ta̲t’i	ta̲t’i	t̪ ɔ t̪ʼ i		Otomanguean	False	0.0		Urbano (1605)	0.9		
9296	ImbaburaQuechua	ALL	tukuy	tukuy	t u k u j		Quechuan	False	0.0		Pre-Inca	1.0		
10513	Wichi	ALL	nufwu	nufwu	n u fʷ u		Matacoan	False	0.0		1850-1900	0.8		
11781	Mapudungun	ALL	kom	kom	k o m		Araucanian	False	0.0		Pre-1606	1.0		
1629	Spanish	ALLOW OR PERMIT	permitir	permitir	p ɛ ɾ m i t i ɾ		Indo-European							
1630	Spanish	ALLOW OR PERMIT	dejar	dejar	d e x a ɾ		Indo-European							
1740	Spanish	ALTAR	altar	altar	a l t a ɾ		Indo-European							
3182	Yaqui	ALTAR	altaar	altaar	a l t aː r		Uto-Aztecan	True	1.0		Colonial	0.9	Spanish	altar
4445	ZinacantanTzotzil	ALTAR	7altal	7altal	ʔ a l t a l		Mayan	True	1.0		Earlier Colonial	0.9	Spanish	altar
6215	Qeqchi	ALTAR	artal	artal	a ɾ t a l		Mayan	True	1.0		Post-Conquest Q’eqchi’	0.9	Spanish	altar
8442	Otomi	ALTAR	ntsaya jwä	ntsaya_jwä	n ts a j a + xʷ ɐ		Otomanguean	False	0.0			0.5		
8443	Otomi	ALTAR	tsita	tsita	ts i t̪ a		Otomanguean	False	0.0			0.5		
8444	Otomi	ALTAR	ata	ata	a t̪ a		Otomanguean	True	1.0		pre-modern	1.0	Spanish	altar
9622	ImbaburaQuechua	ALTAR	altar	altar	a l t a ɾ		Quechuan	True	1.0		Contemporary	0.7	Spanish	altar
10843	Wichi	ALTAR	altal	altal	a l t a l		Matacoan	True	1.0		1940-present	0.7	Spanish	altar
1293	Spanish	ALWAYS	siempre	siempre	s j e m p ɾ e		Indo-European							
2839	Yaqui	ALWAYS	jiba	jiba	j i b a		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
2840	Yaqui	ALWAYS	chikti	chikti	tʃ i k t i		Uto-Aztecan	False	0.0		Modern	0.7		
4165	ZinacantanTzotzil	ALWAYS	sempre	sempre	s e m p ɾ e		Mayan	True	1.0		Later Colonial	0.9	Spanish	siempre
5796	Qeqchi	ALWAYS	junelik	junelik	x u n e l i kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
7823	Otomi	ALWAYS	zäntho	zäntho	z ɐ n θ o		Otomanguean	False	0.0		modern	0.6		
7824	Otomi	ALWAYS	(n)zäm'bu̲	(n)zäm'bu̲	n z ɐ m ˀb u		Otomanguean	False	0.0		modern	0.6		
9331	ImbaburaQuechua	ALWAYS	simpri	simpri	s i m b ɾ i		Quechuan	True	1.0		Contemporary	0.7	Spanish	siempre
11821	Mapudungun	ALWAYS	rumel	rumel	ɻ u m e l		Araucanian	False	0.0		Pre-1606	1.0		
1689	Spanish	AMBUSH	acechar	acechar	a s e tʃ a ɾ		Indo-European							
1690	Spanish	AMBUSH	emboscar	emboscar	e m b o s k a ɾ		Indo-European							
3137	Yaqui	AMBUSH	bo’o yejteria	bo’o_yejteria	b o ʔ o + j e j t e r i a		Uto-Aztecan	False	0.0		Modern	0.7		
8369	Otomi	AMBUSH	nt’ä	nt’ä	n t̪ʼ ɐ		Otomanguean	False	0.0		Urbano (1605)	0.9		
8370	Otomi	AMBUSH	nu (3)	nu	n u		Otomanguean	False	0.0		modern	0.6		
12071	Mapudungun	AMBUSH	lloftun	lloftun	ʎ o f t u n		Araucanian	False	0.0		Pre-1606	1.0		
156	Spanish	ANCESTORS	antepasados	antepasados	a n t e p a s a ð o s		Indo-European							
1911	Yaqui	ANCESTORS	yo’owe ~ yoowe	yo’owe	j o ʔ o w e		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
3330	ZinacantanTzotzil	ANCESTORS	7antivo	7antivo	ʔ a n t i v o		Mayan	True	1.0		colonial	0.5	Spanish	antiguo
4612	Qeqchi	ANCESTORS	xe’toon	xe’toon	ʃ e ʔ t oː n		Mayan	False	0.0		Q'eqchi'	1.0		
6407	Otomi	ANCESTORS	mbo̲xita	mbo̲xita	m b ə x i t̪ a		Otomanguean	False	0.0			0.5		
8590	ImbaburaQuechua	ANCESTORS	ñaupa runakuna	ñaupa_runakuna	ɲ a u p a + ɾ u n a k u n a		Quechuan	False	0.0		Pre-Inca	1.0		
9743	Wichi	ANCESTORS	pajchehen	pajchehen	p a x tʃ e h e n		Matacoan	False	0.0		1850-1900	0.8		
11026	Mapudungun	ANCESTORS	kwifike che yem	kwifike_che_yem	k w i f i k e + tʃ e + y e m		Araucanian	False	0.0		Pre-1606	1.0		
1040	Spanish	ANCHOR	ancla	ancla	a n k l a		Indo-European							
2632	Yaqui	ANCHOR	amklam	amklam	a m k l a m		Uto-Aztecan	True	1.0		Modern	0.7	Spanish	ancla
10370	Wichi	ANCHOR	walku katmek	walku_katmek	w a l k u + k a t m e k		Matacoan	True	1.0	walku<barco ‘ship’	1940-present	0.7	Spanish	barco
1527	Spanish	AND	y	y	i		Indo-European							
3020	Yaqui	AND	into	into	i n t o		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
4325	ZinacantanTzotzil	AND	7i	7i	ʔ i		Mayan	False	0.5		Later Colonial	0.9	Spanish	y
6024	Qeqchi	AND	ut	ut	u tʰ		Mayan	False	0.0		Q'eqchi'	1.0		
8129	Otomi	AND	ne (3)	ne	n e		Otomanguean	False	0.0		Urbano (1605)	0.9		
9492	ImbaburaQuechua	AND	-pash	-pash	p a ʃ		Quechuan	False	0.0		Pre-Inca	1.0		
10710	Wichi	AND	wet	wet	w e t		Matacoan	False	0.0		1850-1900	0.8		
11979	Mapudungun	AND	ka	ka	k a		Araucanian	False	0.0		Pre-1606	1.0		
1431	Spanish	ANGER	enojo	enojo	e n o x o		Indo-European							
1432	Spanish	ANGER	ira	ira	i ɾ a		Indo-European							
1433	Spanish	ANGER	rabia	rabia	r a β j a		Indo-European							
2952	Yaqui	ANGER	omtia	omtia	o m t i a		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
4265	ZinacantanTzotzil	ANGER	k’ak’al	k’ak’al	kʼ a kʼ a l		Mayan	False	0.0		Proto-Mayan	1.0		
5938	Qeqchi	ANGER	waxerk	waxerk	w a ʃ e ɾ kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
5939	Qeqchi	ANGER	josq'il	josq'il	x o s qʼ i l		Mayan	False	0.0		Q'eqchi'	1.0		
5940	Qeqchi	ANGER	po'jik	po'jik	p o ʔ x i kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
7998	Otomi	ANGER	(mbo̲)kwe̲	(mbo̲)kwe̲	m b ə kʷ æ		Otomanguean	False	0.0		Urbano (1605)	0.9		
9432	ImbaburaQuechua	ANGER	fiña (1)	fiña	ɸ i ɲ a		Quechuan	False	0.0		Pre-Inca	1.0		
10648	Wichi	ANGER	tawokwoylhi	tawokwoylhi	t a w o kʷ o j lˠ i		Matacoan	False	0.0		1940-present	0.7		
11917	Mapudungun	ANGER	illkun	illkun	i ʎ k u n		Araucanian	False	0.0		Pre-1606	1.0		
194	Spanish	ANIMAL	animal	animal	a n i m a l		Indo-European							
1938	Yaqui	ANIMAL	animaal	animaal	a n i m aː l		Uto-Aztecan	True	1.0		Colonial	0.9	Spanish	animal
3350	ZinacantanTzotzil	ANIMAL	7animal	7animal	ʔ a n i m a l		Mayan	True	1.0		colonial	0.5	Spanish	animal
3351	ZinacantanTzotzil	ANIMAL	chanulil	chanulil	tʃʰ a n u l i l		Mayan	False	0.0		Proto-Tzotzil	1.0		
3352	ZinacantanTzotzil	ANIMAL	chon	chon	tʃʰ o n		Mayan	False	0.0		Proto-Mayan	1.0		
4644	Qeqchi	ANIMAL	xul	xul	ʃ u l		Mayan	False	0.0		Q'eqchi'	1.0		
6477	Otomi	ANIMAL	zu'we	zu'we	z u ˀw e		Otomanguean	False	0.0		Urbano (1605)	0.9		
8615	ImbaburaQuechua	ANIMAL	animal	animal	a n i m a l		Quechuan	True	1.0		Late Colonial	0.9	Spanish	animal
9767	Wichi	ANIMAL	tshowet	tshowet	tsʰ o w e t		Matacoan	False	0.0		1940-present	0.7		
11057	Mapudungun	ANIMAL	kulliñ	kulliñ	k u ʎ i ɲ		Araucanian	False	0.0		Pre-1606	1.0		
397	Spanish	ANKLE	tobillo	tobillo	t o β i ʝ o		Indo-European							
2107	Yaqui	ANKLE	tero’okim	tero’okim	t e r o ʔ o k i m		Uto-Aztecan	False	0.0		Proto-Sonoran	1.0		
3525	ZinacantanTzotzil	ANKLE	nuk’ 7okol	nuk’_7okol	n u kʼ + ʔ o k o l		Mayan	False	0.0		Proto-Tzeltalan	1.0		
4843	Qeqchi	ANKLE	kux oq	kux_oq	k u ʃ + o qʰ		Mayan	False	0.0		Q'eqchi'	1.0		
4844	Qeqchi	ANKLE	xmap oq	xmap_oq	ʃ m a p + o qʰ		Mayan	False	0.0		proto-Eastern Mayan	1.0		
6698	Otomi	ANKLE	bots'undo'yo wa	bots'undo'yo_wa	b o tsʼ u n d o ˀj o + w a		Otomanguean	False	0.0			0.5		
8758	ImbaburaQuechua	ANKLE	chaki muku	chaki_muku	tʃ a k i + m u k u		Quechuan	False	0.0		Pre-Inca	1.0		
9939	Wichi	ANKLE	tokasup’a	tokasup’a	t o k a s u p ʔ a		Matacoan	False	0.0		1900-1940	0.7		
11211	Mapudungun	ANKLE	pallipalli	pallipalli	p a ʎ i p a ʎ i		Araucanian	False	0.0		Pre-1606	1.0		
1580	Spanish	ANNOUNCE	anunciar	anunciar	a n u n s j a ɾ		Indo-European							
1581	Spanish	ANNOUNCE	avisar	avisar	a β i s a ɾ		Indo-European							
3066	Yaqui	ANNOUNCE	anunsiaroa	anunsiaroa	a n u n s i a r o a		Uto-Aztecan	True	1.0		Modern	0.7	Spanish	anunciar
3067	Yaqui	ANNOUNCE	tejwa	tejwa	t e j w a		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
4373	ZinacantanTzotzil	ANNOUNCE	7al	7al	ʔ a l		Mayan	False	0.0		Proto-Mayan	1.0		
6074	Qeqchi	ANNOUNCE	esilank	esilank	e s i l a n kʰ		Mayan	False	0.0		proto-Mayan (not Huastec)	1.0		
8223	Otomi	ANNOUNCE	no̲ni	no̲ni	n ə n i		Otomanguean	False	0.0		Urbano (1605)	0.9		
8224	Otomi	ANNOUNCE	bembi	bembi	b e m b i		Otomanguean	False	0.0		modern	0.6		
9535	ImbaburaQuechua	ANNOUNCE	billana	billana	b i ʒ a n a		Quechuan	False	0.0		Pre-Inca	1.0		
10755	Wichi	ANNOUNCE	ifwelhlhi	ifwelhlhi	i fʷ e l̥ + l̥ i		Matacoan	False	0.0		1850-1900	0.8		
12022	Mapudungun	ANNOUNCE	wülzungun	wülzungun	w ɨ l z u ŋ u n		Araucanian	False	0.0		Pre-1606	1.0		
1567	Spanish	ANSWER	contestar	contestar	k o n t ɛ s t a ɾ		Indo-European							
1568	Spanish	ANSWER	responder	responder	r ɛ s p o n d ɛ ɾ		Indo-European							
3055	Yaqui	ANSWER	yoopna	yoopna	j oː p n a		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
4360	ZinacantanTzotzil	ANSWER	tak’	tak’	t a kʼ		Mayan	False	0.0		Proto-Mayan	1.0		
6064	Qeqchi	ANSWER	chaq'b'enk	chaq'b'enk	tʃ a qʼ ɓ e n kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
6065	Qeqchi	ANSWER	sumenk	sumenk	s u m e n kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
8201	Otomi	ANSWER	thädi	thädi	θ ɐ d i		Otomanguean	False	0.0		modern	0.6		
8202	Otomi	ANSWER	thäti	thäti	θ ɐ t̪ i		Otomanguean	False	0.0		modern	0.6		
8203	Otomi	ANSWER	kots'i	kots'i	k o tsʼ i		Otomanguean	False	0.0		modern	0.6		
9525	ImbaburaQuechua	ANSWER	kutichina	kutichina	k u t i tʃ i n a		Quechuan	False	0.0		Pre-Inca	1.0		
10743	Wichi	ANSWER	nichelhu	nichelhu	n i tʃ e lˠ u		Matacoan	False	0.0		1850-1900	0.8		
