ID	DOCULECT	FAMILY	CONCEPT_NAME	CONCEPT	VALUE	FORM	TOKENS	BORROWED	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	AUTOCOGID	AUTOBORID
2992	Spanish	Indo-European	afternoon	AFTERNOON	tarde	tarde	t a ɾ ð e					1208	6
4540	Yaqui	Uto-Aztecan	afternoon	AFTERNOON	kupteo	kupteo	k u p t e o	False	0.0			10520	0
5860	ZinacantanTzotzil	Mayan	afternoon	AFTERNOON	shmal	shmal	ʃ m a l	False	0.0			4734	0
7490	Qeqchi	Mayan	afternoon	AFTERNOON	ewu	ewu	e w u	False	0.0			4733	0
9523	Otomi	Otomanguean	afternoon	AFTERNOON	nde	nde	n d e	False	0.0			7442	0
11024	ImbaburaQuechua	Quechuan	afternoon	AFTERNOON	chishi	chishi	tʃ i ʃ i	False	0.0			9362	6
12237	Wichi	Matacoan	afternoon	AFTERNOON	hunaj	hunaj	h u n a x	False	0.0			3523	0
13516	Mapudungun	Araucanian	afternoon	AFTERNOON	rupan antü	rupan_antü	ɻ u p a n + a n t ɨ	False	0.0			5	0
1245	Portuguese	Indo-European	again	AGAIN	outra vez	outra_vez	o t ɾ ɐ + v e ʃ					1220	0
1246	Portuguese	Indo-European	again	AGAIN	de novo	de_novo	dʒ i + n ɔ v u					1222	0
2984	Spanish	Indo-European	again	AGAIN	otra vez	otra_vez	o t ɾ a + β e s					1209	0
2985	Spanish	Indo-European	again	AGAIN	de nuevo	de_nuevo	d e + n w e β o					1210	0
4532	Yaqui	Uto-Aztecan	again	AGAIN	intuchia	intuchia	i n t u tʃ i a	False	0.0			10521	0
4533	Yaqui	Uto-Aztecan	again	AGAIN	juchia	juchia	j u tʃ i a	False	0.0			9972	0
5854	ZinacantanTzotzil	Mayan	again	AGAIN	noshtok	noshtok	n o ʃ t o k	False	0.0			4736	0
7485	Qeqchi	Mayan	again	AGAIN	wi' chik	wi'_chik	w i ʔ + tʃ i kʰ	False	0.0			4735	0
9516	Otomi	Otomanguean	again	AGAIN	ma n’agi	ma_n’agi	m a + n ʔ a g i	False	0.0			7443	0
11020	ImbaburaQuechua	Quechuan	again	AGAIN	kutin	kutin	k u t i ŋ	False	0.0			9363	0
12232	Wichi	Matacoan	again	AGAIN	yip	yip	y i p	False	0.0			3524	0
13511	Mapudungun	Araucanian	again	AGAIN	ka wiño	ka_wiño	k a + w i ɲ o	False	0.0			6	0
1213	Portuguese	Indo-European	age	AGE	idade	idade	i d a dʒ i					1223	0
2945	Spanish	Indo-European	age	AGE	edad	edad	e ð a ð					1211	0
4498	Yaqui	Uto-Aztecan	age	AGE	wasuktia	wasuktia	w a s u k t i a	False	0.0			10522	0
5829	ZinacantanTzotzil	Mayan	age	AGE	ch’iel	ch’iel	tʃʼ i e l	False	0.0			4738	0
7443	Qeqchi	Mayan	age	AGE	xchi hab’	xchi_hab’	ʃ tʃ i + h a ɓ	False	0.0			4737	0
9469	Otomi	Otomanguean	age	AGE	je̲ya	je̲ya	x æ j a	False	0.0			7444	0
12213	Wichi	Matacoan	age	AGE	nekchom	nekchom	n e k tʃ o m	False	0.0			3525	0
12214	Wichi	Matacoan	age	AGE	anio	anio	a n i o	True	1.0	Spanish	año	3526	0
13487	Mapudungun	Araucanian	age	AGE	tripantu	tripantu	ʈʂ i p a n t u	False	0.0			7	0
76	Portuguese	Indo-European	air	AIR	ar	ar	a ʁ					1224	0
1757	Spanish	Indo-European	air	AIR	aire	aire	a i ɾ e					1225	0
3507	Yaqui	Uto-Aztecan	air	AIR	jeeka	jeeka	j eː k a	False	0.0			10523	0
4944	ZinacantanTzotzil	Mayan	air	AIR	7ik’	7ik’	ʔ i kʼ	False	0.0			4739	0
6210	Qeqchi	Mayan	air	AIR	iq’	iq’	i qʼ	False	0.0			4448	0
7993	Otomi	Otomanguean	air	AIR	ndähi	ndähi	n d ɐ h i	False	0.0			7445	0
10209	ImbaburaQuechua	Quechuan	air	AIR	samay	samay	s a m a j	False	0.0			9364	0
11367	Wichi	Matacoan	air	AIR	layalh	layalh	l a j a l̥	False	0.5	Pilagá	layat	3527	0
12606	Mapudungun	Araucanian	air	AIR	kürüf	kürüf	k ɨ ɻ ɨ f	False	0.0			8	0
601	Portuguese	Indo-European	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	bebida fermentada	bebida_fermentada	b e b i d ɐ + f e ʁ m ẽ t a d ɐ					1226	0
2293	Spanish	Indo-European	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	bebida fermentada	bebida_fermentada	b e β i ð a + f ɛ ɾ m e n t a ð a					1214	0
3974	Yaqui	Uto-Aztecan	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	ba’ajipo’okoim	ba’ajipo’okoim	b a ʔ a j i p o ʔ o k o i m	False	0.0			10524	0
6757	Qeqchi	Mayan	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	b’oj	b’oj	ɓ o x	False	0.0			4740	0
6758	Qeqchi	Mayan	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	ani (2)	ani	a n i	False	0.0			4741	0
8622	Otomi	Otomanguean	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	sei	sei	s e i	False	0.0			7446	7
10590	ImbaburaQuechua	Quechuan	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	asua	asua	a s u a	False	0.0			9365	7
11774	Wichi	Matacoan	alcohol (fermented drink)	ALCOHOLFERMENTEDDRINK	hat’es	hat’es	h a t ʔ e s	False	0.0			3528	0
1186	Portuguese	Indo-European	all	ALL	cada	cada	k a d ɐ					1227	8
1187	Portuguese	Indo-European	all	ALL	tudo	tudo	t u d u					1229	8
2919	Spanish	Indo-European	all	ALL	cada	cada	k a ð a					1215	8
2920	Spanish	Indo-European	all	ALL	todo	todo	t o ð o					1216	8
4477	Yaqui	Uto-Aztecan	all	ALL	si’ime (2)	si’ime	s i ʔ i m e	False	0.0			10525	0
5813	ZinacantanTzotzil	Mayan	all	ALL	kotol	kotol	k o t o l	False	0.0			4743	8
5814	ZinacantanTzotzil	Mayan	all	ALL	labal	labal	l a ɓ a l	False	0.0			4745	0
7400	Qeqchi	Mayan	all	ALL	chi junil	chi_junil	tʃ i + x u n i l	False	0.0			4742	0
7401	Qeqchi	Mayan	all	ALL	anchal	anchal	a n tʃ a l	False	0.0			4451	0
7402	Qeqchi	Mayan	all	ALL	rek’	rek’	r e kʼ	False	0.0			4746	0
9426	Otomi	Otomanguean	all	ALL	ga̲tho	ga̲tho	g ɔ θ o	False	0.0			7447	8
9427	Otomi	Otomanguean	all	ALL	kadu̲	kadu̲	k a d u	True	1.0	Spanish	cada	7448	8
9428	Otomi	Otomanguean	all	ALL	ta̲t’i	ta̲t’i	t̪ ɔ t̪ʼ i	False	0.0			7449	8
10979	ImbaburaQuechua	Quechuan	all	ALL	tukuy	tukuy	t u k u j	False	0.0			9366	0
12196	Wichi	Matacoan	all	ALL	nufwu	nufwu	n u fʷ u	False	0.0			3529	0
13464	Mapudungun	Araucanian	all	ALL	kom	kom	k o m	False	0.0			9	0
1545	Portuguese	Indo-European	allow or permit	ALLOWORPERMIT	deixar	deixar	d ei ʃ a ʁ					1230	0
1546	Portuguese	Indo-European	allow or permit	ALLOWORPERMIT	permitir	permitir	p e ʁ m i tʃ i ʁ					1231	0
3312	Spanish	Indo-European	allow or permit	ALLOWORPERMIT	permitir	permitir	p ɛ ɾ m i t i ɾ					1218	0
3313	Spanish	Indo-European	allow or permit	ALLOWORPERMIT	dejar	dejar	d e x a ɾ					1217	0
1658	Portuguese	Indo-European	altar	ALTAR	altar	altar	au t a ʁ					1232	9
3423	Spanish	Indo-European	altar	ALTAR	altar	altar	a l t a ɾ					1219	9
4865	Yaqui	Uto-Aztecan	altar	ALTAR	altaar	altaar	a l t aː r	True	1.0	Spanish	altar	10526	9
6128	ZinacantanTzotzil	Mayan	altar	ALTAR	7altal	7altal	ʔ a l t a l	True	1.0	Spanish	altar	4747	9
7898	Qeqchi	Mayan	altar	ALTAR	artal	artal	a ɾ t a l	True	1.0	Spanish	altar	4455	9
10125	Otomi	Otomanguean	altar	ALTAR	ntsaya jwä	ntsaya_jwä	n ts a j a + xʷ ɐ	False	0.0			7450	0
10126	Otomi	Otomanguean	altar	ALTAR	tsita	tsita	ts i t̪ a	False	0.0			7451	0
10127	Otomi	Otomanguean	altar	ALTAR	ata	ata	a t̪ a	True	1.0	Spanish	altar	7017	9
11305	ImbaburaQuechua	Quechuan	altar	ALTAR	altar	altar	a l t a ɾ	True	1.0	Spanish	altar	9367	9
12526	Wichi	Matacoan	altar	ALTAR	altal	altal	a l t a l	True	1.0	Spanish	altar	3530	9
1238	Portuguese	Indo-European	always	ALWAYS	sempre	sempre	s ẽ p ɾ i					1233	10
2976	Spanish	Indo-European	always	ALWAYS	siempre	siempre	s j e m p ɾ e					1220	10
4522	Yaqui	Uto-Aztecan	always	ALWAYS	jiba	jiba	j i b a	False	0.0			10527	0
4523	Yaqui	Uto-Aztecan	always	ALWAYS	chikti	chikti	tʃ i k t i	False	0.0			10528	0
5848	ZinacantanTzotzil	Mayan	always	ALWAYS	sempre	sempre	s e m p ɾ e	True	1.0	Spanish	siempre	4749	10
7479	Qeqchi	Mayan	always	ALWAYS	junelik	junelik	x u n e l i kʰ	False	0.0			4748	0
9506	Otomi	Otomanguean	always	ALWAYS	zäntho	zäntho	z ɐ n θ o	False	0.0			7452	0
9507	Otomi	Otomanguean	always	ALWAYS	(n)zäm'bu̲	(n)zäm'bu̲	n z ɐ m ˀb u	False	0.0			7453	10
11014	ImbaburaQuechua	Quechuan	always	ALWAYS	simpri	simpri	s i m b ɾ i	True	1.0	Spanish	siempre	9368	10
13504	Mapudungun	Araucanian	always	ALWAYS	rumel	rumel	ɻ u m e l	False	0.0			10	0
1605	Portuguese	Indo-European	ambush	AMBUSH	emboscada	emboscada	ẽ b o ʃ k a d ɐ					1234	0
3372	Spanish	Indo-European	ambush	AMBUSH	acechar	acechar	a s e tʃ a ɾ					1235	0
3373	Spanish	Indo-European	ambush	AMBUSH	emboscar	emboscar	e m b o s k a ɾ					1221	0
4820	Yaqui	Uto-Aztecan	ambush	AMBUSH	bo’o yejteria	bo’o_yejteria	b o ʔ o + j e j t e r i a	False	0.0			10529	0
10052	Otomi	Otomanguean	ambush	AMBUSH	nt’ä	nt’ä	n t̪ʼ ɐ	False	0.0			7454	0
10053	Otomi	Otomanguean	ambush	AMBUSH	nu (3)	nu	n u	False	0.0			7455	0
13754	Mapudungun	Araucanian	ambush	AMBUSH	lloftun	lloftun	ʎ o f t u n	False	0.0			11	0
159	Portuguese	Indo-European	ancestors	ANCESTORS	antepassados	antepassados	ɐ̃ t e p a s a d u ʃ					1236	0
160	Portuguese	Indo-European	ancestors	ANCESTORS	ancestrais	ancestrais	ɐ̃ s e ʃ t ɾ ai ʃ					1238	0
1839	Spanish	Indo-European	ancestors	ANCESTORS	antepasados	antepasados	a n t e p a s a ð o s					1223	0
3594	Yaqui	Uto-Aztecan	ancestors	ANCESTORS	yo’owe ~ yoowe	yo’owe	j o ʔ o w e	False	0.0			10530	0
5013	ZinacantanTzotzil	Mayan	ancestors	ANCESTORS	7antivo	7antivo	ʔ a n t i v o	True	1.0	Spanish	antiguo	4751	0
6295	Qeqchi	Mayan	ancestors	ANCESTORS	xe’toon	xe’toon	ʃ e ʔ t oː n	False	0.0			4750	0
8090	Otomi	Otomanguean	ancestors	ANCESTORS	mbo̲xita	mbo̲xita	m b ə x i t̪ a	False	0.0			7456	0
10273	ImbaburaQuechua	Quechuan	ancestors	ANCESTORS	ñaupa runakuna	ñaupa_runakuna	ɲ a u p a + ɾ u n a k u n a	False	0.0			9369	0
11426	Wichi	Matacoan	ancestors	ANCESTORS	pajchehen	pajchehen	p a x tʃ e h e n	False	0.0			3531	0
12709	Mapudungun	Araucanian	ancestors	ANCESTORS	kwifike che yem	kwifike_che_yem	k w i f i k e + tʃ e + y e m	False	0.0			12	0
1006	Portuguese	Indo-European	anchor	ANCHOR	âncora	âncora	ɐ̃ k u ɾ ɐ					1239	0
2723	Spanish	Indo-European	anchor	ANCHOR	ancla	ancla	a n k l a					1240	11
4315	Yaqui	Uto-Aztecan	anchor	ANCHOR	amklam	amklam	a m k l a m	True	1.0	Spanish	ancla	10531	11
12053	Wichi	Matacoan	anchor	ANCHOR	walku katmek	walku_katmek	w a l k u + k a t m e k	True	1.0	Spanish	barco	3532	0
1452	Portuguese	Indo-European	and	AND	e	e	i					1241	0
3210	Spanish	Indo-European	and	AND	y	y	i					1227	0
4703	Yaqui	Uto-Aztecan	and	AND	into	into	i n t o	False	0.0			10532	0
6008	ZinacantanTzotzil	Mayan	and	AND	7i	7i	ʔ i	False	0.5	Spanish	y	4753	0
7707	Qeqchi	Mayan	and	AND	ut	ut	u tʰ	False	0.0			4752	12
9812	Otomi	Otomanguean	and	AND	ne (3)	ne	n e	False	0.0			7457	0
11175	ImbaburaQuechua	Quechuan	and	AND	-pash	-pash	p a ʃ	False	0.0			9370	0
12393	Wichi	Matacoan	and	AND	wet	wet	w e t	False	0.0			3533	12
13662	Mapudungun	Araucanian	and	AND	ka	ka	k a	False	0.0			13	0
1373	Portuguese	Indo-European	anger	ANGER	raiva	raiva	ʁ ai v ɐ					1242	0
1374	Portuguese	Indo-European	anger	ANGER	ira	ira	i ɾ ɐ					1228	0
3114	Spanish	Indo-European	anger	ANGER	enojo	enojo	e n o x o					1243	0
3115	Spanish	Indo-European	anger	ANGER	ira	ira	i ɾ a					1228	0
3116	Spanish	Indo-European	anger	ANGER	rabia	rabia	r a β j a					1228	0
4635	Yaqui	Uto-Aztecan	anger	ANGER	omtia	omtia	o m t i a	False	0.0			10533	0
5948	ZinacantanTzotzil	Mayan	anger	ANGER	k’ak’al	k’ak’al	kʼ a kʼ a l	False	0.0			4755	0
7621	Qeqchi	Mayan	anger	ANGER	waxerk	waxerk	w a ʃ e ɾ kʰ	False	0.0			4754	0
7622	Qeqchi	Mayan	anger	ANGER	josq'il	josq'il	x o s qʼ i l	False	0.0			4462	0
7623	Qeqchi	Mayan	anger	ANGER	po'jik	po'jik	p o ʔ x i kʰ	False	0.0			4757	0
9681	Otomi	Otomanguean	anger	ANGER	(mbo̲)kwe̲	(mbo̲)kwe̲	m b ə kʷ æ	False	0.0			7458	0
11115	ImbaburaQuechua	Quechuan	anger	ANGER	fiña (1)	fiña	ɸ i ɲ a	False	0.0			9371	0
12331	Wichi	Matacoan	anger	ANGER	tawokwoylhi	tawokwoylhi	t a w o kʷ o j lˠ i	False	0.0			3534	0
13600	Mapudungun	Araucanian	anger	ANGER	illkun	illkun	i ʎ k u n	False	0.0			14	0
193	Portuguese	Indo-European	animal	ANIMAL	animal	animal	ɐ n i m au					1244	13
194	Portuguese	Indo-European	animal	ANIMAL	bicho	bicho	b i ʃ u					1246	0
1877	Spanish	Indo-European	animal	ANIMAL	animal	animal	a n i m a l					1230	13
3621	Yaqui	Uto-Aztecan	animal	ANIMAL	animaal	animaal	a n i m aː l	True	1.0	Spanish	animal	10534	13
5033	ZinacantanTzotzil	Mayan	animal	ANIMAL	7animal	7animal	ʔ a n i m a l	True	1.0	Spanish	animal	4759	13
5034	ZinacantanTzotzil	Mayan	animal	ANIMAL	chanulil	chanulil	tʃʰ a n u l i l	False	0.0			4760	13
5035	ZinacantanTzotzil	Mayan	animal	ANIMAL	chon	chon	tʃʰ o n	False	0.0			4761	0
6327	Qeqchi	Mayan	animal	ANIMAL	xul	xul	ʃ u l	False	0.0			4758	0
8160	Otomi	Otomanguean	animal	ANIMAL	zu'we	zu'we	z u ˀw e	False	0.0			7459	14
10298	ImbaburaQuechua	Quechuan	animal	ANIMAL	animal	animal	a n i m a l	True	1.0	Spanish	animal	9372	13
11450	Wichi	Matacoan	animal	ANIMAL	tshowet	tshowet	tsʰ o w e t	False	0.0			3535	14
12740	Mapudungun	Araucanian	animal	ANIMAL	kulliñ	kulliñ	k u ʎ i ɲ	False	0.0			15	0
383	Portuguese	Indo-European	ankle	ANKLE	tornozelo	tornozelo	t o ʁ n o z ɛ l u					1247	0
2080	Spanish	Indo-European	ankle	ANKLE	tobillo	tobillo	t o β i ʝ o					1248	0
3790	Yaqui	Uto-Aztecan	ankle	ANKLE	tero’okim	tero’okim	t e r o ʔ o k i m	False	0.0			10535	0
5208	ZinacantanTzotzil	Mayan	ankle	ANKLE	nuk’ 7okol	nuk’_7okol	n u kʼ + ʔ o k o l	False	0.0			4763	0
6526	Qeqchi	Mayan	ankle	ANKLE	kux oq	kux_oq	k u ʃ + o qʰ	False	0.0			4762	0
6527	Qeqchi	Mayan	ankle	ANKLE	xmap oq	xmap_oq	ʃ m a p + o qʰ	False	0.0			4764	0
8381	Otomi	Otomanguean	ankle	ANKLE	bots'undo'yo wa	bots'undo'yo_wa	b o tsʼ u n d o ˀj o + w a	False	0.0			7460	0
10441	ImbaburaQuechua	Quechuan	ankle	ANKLE	chaki muku	chaki_muku	tʃ a k i + m u k u	False	0.0			9373	0
11622	Wichi	Matacoan	ankle	ANKLE	tokasup’a	tokasup’a	t o k a s u p ʔ a	False	0.0			3536	0
12894	Mapudungun	Araucanian	ankle	ANKLE	pallipalli	pallipalli	p a ʎ i p a ʎ i	False	0.0			16	0
1500	Portuguese	Indo-European	announce	ANNOUNCE	anunciar	anunciar	ɐ n ũ s i a ʁ					1249	15
